Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Total MPG,Price per HP,MSRP(K)
ford,explorer,2017,flex-fuel (unleaded/e85),290.0,6.0,automatic,front wheel drive,4.0,midsize,4dr suv,24,17,5657,31160,20.5,107.44827586206897,31.16
ford,explorer,2017,regular unleaded,365.0,6.0,automatic,all wheel drive,4.0,midsize,4dr suv,22,16,5657,45205,19.0,123.84931506849315,45.205
ford,explorer,2017,flex-fuel (unleaded/e85),290.0,6.0,automatic,all wheel drive,4.0,midsize,4dr suv,23,16,5657,35775,19.5,123.36206896551724,35.775
ford,explorer,2017,regular unleaded,280.0,4.0,automatic,all wheel drive,4.0,midsize,4dr suv,25,18,5657,43675,21.5,155.98214285714286,43.675
mitsubishi,expo,1995,regular unleaded,136.0,4.0,automatic,four wheel drive,4.0,compact,4dr hatchback,21,17,436,2000,19.0,14.705882352941176,2.0
mitsubishi,expo,1995,regular unleaded,136.0,4.0,automatic,front wheel drive,4.0,compact,4dr hatchback,24,18,436,2000,21.0,14.705882352941176,2.0
chevrolet,express cargo,2014,flex-fuel (unleaded/e85),310.0,8.0,automatic,all wheel drive,3.0,midsize,cargo van,17,13,1385,32760,15.0,105.6774193548387,32.76
chevrolet,express cargo,2014,regular unleaded,195.0,6.0,automatic,rear wheel drive,3.0,midsize,cargo van,19,14,1385,27710,16.5,142.10256410256412,27.71
chevrolet,express,2014,flex-fuel (unleaded/e85),310.0,8.0,automatic,all wheel drive,3.0,midsize,passenger van,17,13,1385,34525,15.0,111.37096774193549,34.525
chevrolet,express,2014,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,11,1385,34160,14.0,119.85964912280701,34.16
chevrolet,express,2014,flex-fuel (unleaded/e85),310.0,8.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,13,1385,30970,15.0,99.90322580645162,30.97
chevrolet,express,2014,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,large,passenger van,17,11,1385,36030,14.0,126.42105263157895,36.03
chevrolet,express,2014,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,11,1385,31865,14.0,111.80701754385964,31.865
chevrolet,express,2015,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,11,1385,32190,14.0,112.94736842105263,32.19
chevrolet,express,2015,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,11,1385,34485,14.0,121.0,34.485
chevrolet,express,2015,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,11,1385,35915,14.0,126.01754385964912,35.915
chevrolet,express,2015,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,large,passenger van,17,11,1385,36700,14.0,128.7719298245614,36.7
chevrolet,express,2015,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,large,passenger van,17,11,1385,36355,14.0,127.56140350877193,36.355
chevrolet,express,2015,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,midsize,passenger van,17,11,1385,34015,14.0,119.35087719298245,34.015
chevrolet,express,2016,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,large,passenger van,16,11,1385,37500,13.5,131.57894736842104,37.5
chevrolet,express,2016,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,midsize,passenger van,16,11,1385,32990,13.5,115.75438596491227,32.99
chevrolet,express,2016,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,midsize,passenger van,16,11,1385,35285,13.5,123.80701754385964,35.285
chevrolet,express,2016,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,midsize,passenger van,16,11,1385,36715,13.5,128.82456140350877,36.715
chevrolet,express,2016,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,midsize,passenger van,16,11,1385,34815,13.5,122.15789473684211,34.815
chevrolet,express,2016,flex-fuel (unleaded/e85),285.0,8.0,automatic,rear wheel drive,3.0,large,passenger van,16,11,1385,37155,13.5,130.3684210526316,37.155
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,rear wheel drive,4.0,large,extended cab pickup,19,15,5657,22295,17.0,110.37128712871286,22.295
ford,f-150 heritage,2004,regular unleaded,231.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,17,13,5657,26160,15.0,113.24675324675324,26.16
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,four wheel drive,2.0,large,regular cab pickup,18,13,5657,23830,15.5,117.97029702970298,23.83
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,rear wheel drive,2.0,large,regular cab pickup,19,15,5657,22315,17.0,110.47029702970298,22.315
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,four wheel drive,2.0,large,regular cab pickup,18,13,5657,25730,15.5,127.37623762376238,25.73
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,rear wheel drive,2.0,large,regular cab pickup,19,15,5657,20490,17.0,101.43564356435644,20.49
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,rear wheel drive,4.0,large,extended cab pickup,19,15,5657,25160,17.0,124.55445544554455,25.16
ford,f-150 heritage,2004,regular unleaded,231.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,17,13,5657,26460,15.0,114.54545454545455,26.46
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,rear wheel drive,2.0,large,regular cab pickup,19,15,5657,22615,17.0,111.95544554455445,22.615
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,rear wheel drive,2.0,large,regular cab pickup,19,15,5657,23160,17.0,114.65346534653466,23.16
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,four wheel drive,2.0,large,regular cab pickup,18,13,5657,26575,15.5,131.55940594059405,26.575
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,rear wheel drive,2.0,large,regular cab pickup,19,15,5657,19910,17.0,98.56435643564356,19.91
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,four wheel drive,2.0,large,regular cab pickup,18,13,5657,26030,15.5,128.86138613861385,26.03
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,rear wheel drive,2.0,large,regular cab pickup,19,15,5657,19610,17.0,97.07920792079207,19.61
ford,f-150 heritage,2004,regular unleaded,231.0,8.0,automatic,rear wheel drive,4.0,large,extended cab pickup,18,14,5657,22595,16.0,97.81385281385282,22.595
ford,f-150 heritage,2004,regular unleaded,231.0,8.0,automatic,rear wheel drive,4.0,large,extended cab pickup,18,14,5657,25460,16.0,110.21645021645021,25.46
ford,f-150 heritage,2004,regular unleaded,231.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,17,13,5657,28975,15.0,125.43290043290044,28.975
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,four wheel drive,2.0,large,regular cab pickup,18,13,5657,23285,15.5,115.27227722772277,23.285
ford,f-150 heritage,2004,regular unleaded,231.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,17,13,5657,29275,15.0,126.73160173160173,29.275
ford,f-150 heritage,2004,regular unleaded,202.0,6.0,manual,four wheel drive,2.0,large,regular cab pickup,18,13,5657,22985,15.5,113.7871287128713,22.985
ford,f-150 svt lightning,1995,regular unleaded,240.0,8.0,automatic,rear wheel drive,2.0,large,regular cab pickup,15,11,5657,4508,13.0,18.783333333333335,4.508
ford,f-150 svt lightning,1999,regular unleaded,360.0,8.0,automatic,rear wheel drive,2.0,large,regular cab pickup,15,12,5657,5691,13.5,15.808333333333334,5.691
ford,f-150 svt lightning,2000,regular unleaded,360.0,8.0,automatic,rear wheel drive,2.0,large,regular cab pickup,15,12,5657,5860,13.5,16.27777777777778,5.86
ford,f-150,2015,regular unleaded,325.0,6.0,automatic,four wheel drive,4.0,large,crew cab pickup,23,18,5657,45090,20.5,138.73846153846154,45.09
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,25,18,5657,34205,21.5,121.29432624113475,34.205
ford,f-150,2015,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,35310,22.5,108.64615384615385,35.31
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,25,18,5657,36555,21.5,129.62765957446808,36.555
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,55305,18.0,143.64935064935065,55.305
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,21,15,5657,43785,18.0,113.72727272727273,43.785
ford,f-150,2015,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,39310,22.5,120.95384615384616,39.31
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,30975,20.0,109.84042553191489,30.975
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,21,15,5657,39485,18.0,102.55844155844156,39.485
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,31320,21.5,111.06382978723404,31.32
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,4.0,large,extended cab pickup,23,17,5657,33515,20.0,118.84751773049645,33.515
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,52545,18.0,136.4805194805195,52.545
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,21,15,5657,35360,18.0,91.84415584415585,35.36
ford,f-150,2015,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,26,19,5657,37665,22.5,115.8923076923077,37.665
ford,f-150,2015,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,39610,22.5,121.87692307692308,39.61
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,4.0,large,crew cab pickup,23,17,5657,36055,20.0,127.85460992907801,36.055
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,26030,21.5,92.30496453900709,26.03
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,rear wheel drive,4.0,large,crew cab pickup,22,15,5657,51585,18.5,133.98701298701297,51.585
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,rear wheel drive,4.0,large,crew cab pickup,21,15,5657,49120,18.0,127.58441558441558,49.12
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,31625,21.5,112.14539007092199,31.625
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,46140,18.0,119.84415584415585,46.14
ford,f-150,2015,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,26,19,5657,33655,22.5,103.55384615384615,33.655
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,rear wheel drive,4.0,large,crew cab pickup,22,15,5657,49420,18.5,128.36363636363637,49.42
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,4.0,large,extended cab pickup,23,17,5657,37630,20.0,133.43971631205673,37.63
ford,f-150,2015,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,26,19,5657,41970,22.5,129.13846153846154,41.97
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,34745,20.0,123.20921985815603,34.745
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,rear wheel drive,4.0,large,crew cab pickup,22,15,5657,51885,18.5,134.76623376623377,51.885
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,30675,20.0,108.77659574468085,30.675
ford,f-150,2015,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,26,19,5657,41670,22.5,128.2153846153846,41.67
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,52845,18.0,137.25974025974025,52.845
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,41840,18.0,108.67532467532467,41.84
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,26330,21.5,93.36879432624113,26.33
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,25,18,5657,30090,21.5,106.70212765957447,30.09
ford,f-150,2015,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,31200,22.5,96.0,31.2
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,25,18,5657,32545,21.5,115.40780141843972,32.545
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,55010,18.0,142.88311688311688,55.01
ford,f-150,2015,regular unleaded,325.0,6.0,automatic,four wheel drive,4.0,large,extended cab pickup,23,18,5657,42735,20.5,131.4923076923077,42.735
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,35045,20.0,124.27304964539007,35.045
ford,f-150,2015,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,37815,18.0,98.22077922077922,37.815
ford,f-150,2015,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,4.0,large,crew cab pickup,23,17,5657,40050,20.0,142.0212765957447,40.05
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,31185,20.0,110.58510638297872,31.185
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,53775,18.0,139.67532467532467,53.775
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,25,18,5657,37140,21.5,131.70212765957447,37.14
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,26540,21.5,94.11347517730496,26.54
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,25,18,5657,30600,21.5,108.51063829787235,30.6
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,rear wheel drive,4.0,large,crew cab pickup,22,15,5657,52815,18.5,137.1818181818182,52.815
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,53475,18.0,138.8961038961039,53.475
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,56235,18.0,146.06493506493507,56.235
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,21,15,5657,40070,18.0,104.07792207792208,40.07
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,rear wheel drive,4.0,large,crew cab pickup,21,15,5657,50050,18.0,130.0,50.05
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,31905,21.5,113.13829787234043,31.905
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,35330,20.0,125.28368794326241,35.33
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,26840,21.5,95.177304964539,26.84
ford,f-150,2016,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,26,19,5657,34165,22.5,105.12307692307692,34.165
ford,f-150,2016,regular unleaded,365.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,25,18,5657,58885,21.5,161.32876712328766,58.885
ford,f-150,2016,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,35895,22.5,110.44615384615385,35.895
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,21,15,5657,35870,18.0,93.16883116883118,35.87
ford,f-150,2016,regular unleaded,365.0,6.0,automatic,four wheel drive,4.0,large,crew cab pickup,23,17,5657,62310,20.0,170.7123287671233,62.31
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,25,18,5657,34790,21.5,123.36879432624113,34.79
ford,f-150,2016,regular unleaded,325.0,6.0,automatic,four wheel drive,4.0,large,extended cab pickup,23,18,5657,43490,20.5,133.8153846153846,43.49
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,32210,21.5,114.21985815602837,32.21
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,4.0,large,crew cab pickup,23,17,5657,36565,20.0,129.6631205673759,36.565
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,31485,20.0,111.64893617021276,31.485
ford,f-150,2016,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,40365,22.5,124.2,40.365
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,25,18,5657,33055,21.5,117.21631205673759,33.055
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,4.0,large,extended cab pickup,23,17,5657,38215,20.0,135.51418439716312,38.215
ford,f-150,2016,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,40065,22.5,123.27692307692308,40.065
ford,f-150,2016,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,26,19,5657,42725,22.5,131.46153846153845,42.725
ford,f-150,2016,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,31710,22.5,97.56923076923077,31.71
ford,f-150,2016,regular unleaded,325.0,6.0,automatic,four wheel drive,4.0,large,crew cab pickup,23,18,5657,45845,20.5,141.06153846153848,45.845
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,38325,18.0,99.54545454545455,38.325
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,rear wheel drive,4.0,large,crew cab pickup,22,15,5657,50350,18.5,130.7792207792208,50.35
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,42425,18.0,110.1948051948052,42.425
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,55940,18.0,145.2987012987013,55.94
ford,f-150,2016,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,26,19,5657,42425,22.5,130.53846153846155,42.425
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,4.0,large,extended cab pickup,23,17,5657,34025,20.0,120.65602836879432,34.025
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,4.0,large,crew cab pickup,23,17,5657,40635,20.0,144.09574468085106,40.635
ford,f-150,2016,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,26,19,5657,38250,22.5,117.6923076923077,38.25
ford,f-150,2016,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,35630,20.0,126.34751773049645,35.63
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,rear wheel drive,4.0,large,crew cab pickup,22,15,5657,52515,18.5,136.4025974025974,52.515
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,21,15,5657,44540,18.0,115.68831168831169,44.54
ford,f-150,2016,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,46895,18.0,121.8051948051948,46.895
ford,f-150,2017,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,31710,22.5,97.56923076923077,31.71
ford,f-150,2017,regular unleaded,450.0,6.0,automatic,four wheel drive,4.0,large,crew cab pickup,18,15,5657,51310,16.5,114.02222222222223,51.31
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,56260,18.0,146.12987012987014,56.26
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,21,15,5657,40070,18.0,104.07792207792208,40.07
ford,f-150,2017,regular unleaded,365.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,25,18,5657,59600,21.5,163.2876712328767,59.6
ford,f-150,2017,regular unleaded,450.0,6.0,automatic,four wheel drive,4.0,large,extended cab pickup,18,15,5657,48325,16.5,107.38888888888889,48.325
ford,f-150,2017,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,40365,22.5,124.2,40.365
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,46895,18.0,121.8051948051948,46.895
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,26540,21.5,94.11347517730496,26.54
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,4.0,large,crew cab pickup,23,17,5657,36565,20.0,129.6631205673759,36.565
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,31905,21.5,113.13829787234043,31.905
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,21,15,5657,44540,18.0,115.68831168831169,44.54
ford,f-150,2017,regular unleaded,325.0,6.0,automatic,four wheel drive,4.0,large,crew cab pickup,23,18,5657,45845,20.5,141.06153846153848,45.845
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,38325,18.0,99.54545454545455,38.325
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,31185,20.0,110.58510638297872,31.185
ford,f-150,2017,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,40065,22.5,123.27692307692308,40.065
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,53704,18.0,139.4909090909091,53.704
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,54004,18.0,140.27012987012986,54.004
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,25,18,5657,35055,21.5,124.30851063829788,35.055
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,rear wheel drive,4.0,large,crew cab pickup,22,15,5657,52835,18.5,137.23376623376623,52.835
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,42425,18.0,110.1948051948052,42.425
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,crew cab pickup,21,15,5657,56555,18.0,146.8961038961039,56.555
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,35630,20.0,126.34751773049645,35.63
ford,f-150,2017,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,26,19,5657,34165,22.5,105.12307692307692,34.165
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,31485,20.0,111.64893617021276,31.485
ford,f-150,2017,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,26,19,5657,35895,22.5,110.44615384615385,35.895
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,rear wheel drive,4.0,large,crew cab pickup,22,15,5657,50280,18.5,130.5974025974026,50.28
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,4.0,large,extended cab pickup,23,17,5657,38215,20.0,135.51418439716312,38.215
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,four wheel drive,4.0,large,extended cab pickup,21,15,5657,35870,18.0,93.16883116883118,35.87
ford,f-150,2017,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,26,19,5657,42425,22.5,130.53846153846155,42.425
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,26840,21.5,95.177304964539,26.84
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,four wheel drive,2.0,large,regular cab pickup,23,17,5657,35330,20.0,125.28368794326241,35.33
ford,f-150,2017,regular unleaded,325.0,6.0,automatic,four wheel drive,4.0,large,extended cab pickup,23,18,5657,43490,20.5,133.8153846153846,43.49
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,2.0,large,regular cab pickup,25,18,5657,32210,21.5,114.21985815602837,32.21
ford,f-150,2017,regular unleaded,325.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,26,19,5657,42725,22.5,131.46153846153845,42.725
ford,f-150,2017,flex-fuel (unleaded/e85),385.0,8.0,automatic,rear wheel drive,4.0,large,crew cab pickup,22,15,5657,50580,18.5,131.37662337662337,50.58
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,crew cab pickup,25,18,5657,37140,21.5,131.70212765957447,37.14
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,25,18,5657,34790,21.5,123.36879432624113,34.79
ford,f-150,2017,flex-fuel (unleaded/e85),282.0,6.0,automatic,rear wheel drive,4.0,large,extended cab pickup,25,18,5657,30600,21.5,108.51063829787235,30.6
